,,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths,Deaths
Age_Groups,,1-4 years,15-24 years,25-34 years,35-44 years,45-54 years,5-14 years,55-64 years,65-74 years,75-84 years,85+ years,< 1 year,Not Stated
State,Year,,,,,,,,,,,,
Utah,2003.0,59.0,308.0,365.0,549.0,921.0,65.0,1296.0,1901.0,3760.0,3938.0,249.0,
Utah,2004.0,68.0,263.0,399.0,509.0,935.0,56.0,1375.0,1996.0,3674.0,3790.0,264.0,
Utah,2005.0,54.0,311.0,374.0,522.0,955.0,72.0,1313.0,1967.0,3738.0,3894.0,230.0,
Utah,2006.0,47.0,320.0,419.0,537.0,1018.0,69.0,1412.0,2015.0,3588.0,4063.0,273.0,
Utah,2007.0,62.0,341.0,433.0,548.0,1083.0,65.0,1523.0,2081.0,3606.0,4120.0,280.0,
Utah,2008.0,59.0,284.0,435.0,500.0,1084.0,79.0,1482.0,2009.0,3536.0,4306.0,266.0,
Utah,2009.0,47.0,283.0,440.0,549.0,1086.0,59.0,1572.0,2040.0,3508.0,4269.0,285.0,
Utah,2010.0,45.0,278.0,469.0,562.0,1000.0,72.0,1657.0,2227.0,3660.0,4552.0,254.0,
Utah,2011.0,52.0,302.0,438.0,535.0,1100.0,69.0,1764.0,2168.0,3703.0,4850.0,284.0,
Utah,2012.0,45.0,286.0,467.0,588.0,1101.0,48.0,1791.0,2418.0,3701.0,4979.0,250.0,
Utah,2013.0,44.0,284.0,511.0,567.0,1021.0,62.0,1900.0,2644.0,3916.0,5154.0,263.0,
Utah,2014.0,46.0,304.0,460.0,657.0,1119.0,75.0,1962.0,2531.0,4019.0,5291.0,251.0,
Utah,2015.0,49.0,313.0,518.0,668.0,1066.0,65.0,2102.0,2824.0,4112.0,5359.0,257.0,
Utah,2016.0,46.0,342.0,569.0,708.0,1087.0,72.0,2114.0,3001.0,4153.0,5547.0,274.0,
Utah,2017.0,41.0,335.0,547.0,717.0,1082.0,64.0,2102.0,2994.0,4307.0,5558.0,285.0,
Utah,2018.0,39.0,320.0,524.0,758.0,1037.0,60.0,2094.0,3181.0,4456.0,5623.0,261.0,
Vermont,1999.0,,53.0,66.0,154.0,299.0,17.0,474.0,968.0,1482.0,1438.0,38.0,
Vermont,2000.0,,65.0,58.0,170.0,318.0,10.0,439.0,922.0,1544.0,1557.0,39.0,
Vermont,2001.0,,60.0,66.0,153.0,312.0,16.0,461.0,921.0,1541.0,1631.0,35.0,
Vermont,2002.0,,62.0,55.0,131.0,318.0,10.0,495.0,875.0,1522.0,1573.0,28.0,
Vermont,2003.0,,58.0,56.0,141.0,308.0,13.0,515.0,875.0,1464.0,1653.0,33.0,
Vermont,2004.0,,46.0,68.0,124.0,327.0,10.0,494.0,821.0,1435.0,1638.0,30.0,
Vermont,2005.0,,62.0,69.0,127.0,307.0,21.0,472.0,775.0,1466.0,1720.0,42.0,
Vermont,2006.0,,61.0,63.0,141.0,320.0,12.0,581.0,776.0,1404.0,1648.0,36.0,
Vermont,2007.0,,49.0,63.0,131.0,352.0,,548.0,837.0,1441.0,1713.0,33.0,
Vermont,2008.0,,59.0,60.0,121.0,358.0,,569.0,806.0,1461.0,1734.0,29.0,
Vermont,2009.0,,48.0,51.0,107.0,312.0,,583.0,822.0,1311.0,1752.0,38.0,
Vermont,2010.0,,42.0,60.0,98.0,319.0,,634.0,864.0,1443.0,1883.0,26.0,
Vermont,2011.0,,52.0,65.0,130.0,343.0,,656.0,868.0,1387.0,1887.0,30.0,
Vermont,2012.0,,49.0,69.0,96.0,309.0,,642.0,953.0,1334.0,2005.0,26.0,
Vermont,2013.0,,54.0,60.0,125.0,330.0,10.0,630.0,996.0,1388.0,2013.0,26.0,
Vermont,2014.0,,56.0,84.0,105.0,293.0,10.0,645.0,969.0,1373.0,2056.0,28.0,
Vermont,2015.0,,60.0,78.0,114.0,305.0,,733.0,1070.0,1391.0,2133.0,27.0,
Vermont,2016.0,10.0,57.0,113.0,120.0,306.0,,711.0,1056.0,1410.0,2103.0,19.0,
Vermont,2017.0,,55.0,100.0,138.0,295.0,,711.0,1134.0,1413.0,2122.0,27.0,
Vermont,2018.0,,46.0,125.0,148.0,279.0,,687.0,1083.0,1472.0,2144.0,35.0,
Virginia,1999.0,110.0,679.0,969.0,2193.0,3736.0,154.0,6110.0,11161.0,16162.0,13347.0,693.0,
Virginia,2000.0,114.0,708.0,967.0,2229.0,4008.0,155.0,6248.0,10941.0,16206.0,14022.0,682.0,
Virginia,2001.0,102.0,714.0,945.0,2214.0,4235.0,140.0,6196.0,10527.0,16293.0,14163.0,747.0,
Virginia,2002.0,108.0,765.0,955.0,2221.0,4231.0,164.0,6367.0,10347.0,16656.0,14635.0,741.0,
Virginia,2003.0,113.0,818.0,995.0,2247.0,4229.0,174.0,6740.0,10359.0,16768.0,15059.0,779.0,
Virginia,2004.0,103.0,772.0,958.0,1962.0,4240.0,154.0,6691.0,10107.0,16213.0,14571.0,776.0,
Virginia,2005.0,109.0,799.0,965.0,2016.0,4466.0,161.0,7199.0,10027.0,16056.0,15274.0,781.0,
Virginia,2006.0,99.0,812.0,913.0,2002.0,4583.0,119.0,7020.0,9958.0,15830.0,15587.0,765.0,
Virginia,2007.0,104.0,787.0,1026.0,1939.0,4505.0,155.0,7248.0,9709.0,15876.0,16026.0,848.0,
Virginia,2008.0,96.0,839.0,937.0,1840.0,4538.0,119.0,7412.0,10132.0,15826.0,16626.0,732.0,
Virginia,2009.0,96.0,678.0,901.0,1781.0,4576.0,104.0,7635.0,10398.0,15240.0,16487.0,751.0,
Virginia,2010.0,87.0,633.0,948.0,1727.0,4492.0,107.0,7599.0,10349.0,14858.0,17524.0,700.0,
Virginia,2011.0,95.0,725.0,1000.0,1637.0,4547.0,145.0,7914.0,10575.0,15304.0,18159.0,699.0,
Virginia,2012.0,110.0,688.0,986.0,1675.0,4426.0,125.0,7995.0,11050.0,15179.0,18671.0,657.0,
Virginia,2013.0,82.0,653.0,1076.0,1584.0,4354.0,123.0,8301.0,11480.0,15311.0,19118.0,634.0,
Virginia,2014.0,103.0,639.0,1070.0,1699.0,4354.0,112.0,8597.0,11899.0,15401.0,19124.0,595.0,
Virginia,2015.0,100.0,709.0,1194.0,1731.0,4243.0,126.0,8885.0,12448.0,15687.0,19842.0,612.0,
Virginia,2016.0,95.0,762.0,1344.0,1828.0,4262.0,122.0,9026.0,12808.0,15773.0,19857.0,595.0,
Virginia,2017.0,93.0,744.0,1361.0,1862.0,4128.0,119.0,9427.0,13324.0,16353.0,20576.0,592.0,
Virginia,2018.0,78.0,725.0,1348.0,1889.0,4155.0,138.0,9302.0,13639.0,17053.0,20474.0,558.0,
Washington,1999.0,90.0,565.0,707.0,1580.0,2730.0,145.0,4127.0,7910.0,13183.0,12425.0,400.0,
Washington,2000.0,85.0,563.0,684.0,1545.0,2927.0,135.0,4190.0,7575.0,13157.0,12658.0,421.0,
Washington,2001.0,85.0,578.0,654.0,1475.0,3022.0,128.0,4338.0,7662.0,13402.0,12839.0,459.0,
Washington,2002.0,83.0,544.0,726.0,1567.0,3236.0,137.0,4626.0,7413.0,13091.0,13456.0,456.0,
Washington,2003.0,79.0,572.0,682.0,1569.0,3298.0,140.0,4805.0,7369.0,13282.0,13671.0,451.0,
Washington,2004.0,68.0,609.0,661.0,1508.0,3277.0,110.0,4940.0,7026.0,12756.0,13364.0,451.0,
Washington,2005.0,78.0,604.0,751.0,1404.0,3467.0,105.0,5102.0,7173.0,13070.0,14028.0,421.0,
Washington,2006.0,70.0,653.0,701.0,1409.0,3402.0,98.0,5372.0,7038.0,12446.0,14523.0,407.0,
Washington,2007.0,71.0,556.0,772.0,1375.0,3420.0,100.0,5604.0,7466.0,12395.0,15134.0,429.0,
Washington,2008.0,90.0,582.0,736.0,1334.0,3530.0,102.0,5879.0,7586.0,12386.0,15910.0,491.0,
Washington,2009.0,66.0,569.0,751.0,1328.0,3535.0,97.0,6079.0,7802.0,12032.0,15572.0,438.0,
Washington,2010.0,76.0,526.0,752.0,1294.0,3342.0,99.0,6114.0,7746.0,11648.0,16159.0,389.0,
Washington,2011.0,63.0,491.0,775.0,1285.0,3272.0,97.0,6481.0,8038.0,11924.0,16872.0,392.0,
Washington,2012.0,69.0,546.0,813.0,1220.0,3326.0,110.0,6442.0,8434.0,11973.0,16715.0,455.0,
Washington,2013.0,77.0,547.0,839.0,1240.0,3226.0,85.0,6722.0,8819.0,11798.0,17523.0,388.0,
Washington,2014.0,65.0,570.0,902.0,1248.0,3266.0,83.0,6971.0,9365.0,11907.0,17319.0,402.0,
Washington,2015.0,79.0,547.0,972.0,1314.0,3251.0,106.0,7069.0,10040.0,12418.0,18366.0,432.0,
Washington,2016.0,62.0,554.0,961.0,1337.0,3180.0,100.0,7028.0,10427.0,12467.0,18263.0,390.0,
Washington,2017.0,66.0,632.0,1073.0,1443.0,3193.0,75.0,7313.0,10972.0,13045.0,18840.0,341.0,
Washington,2018.0,63.0,614.0,1094.0,1490.0,2996.0,108.0,7333.0,11279.0,13254.0,18245.0,401.0,
West Virginia,1999.0,23.0,236.0,278.0,662.0,1186.0,55.0,2199.0,4380.0,6457.0,5419.0,154.0,
West Virginia,2000.0,27.0,256.0,257.0,664.0,1292.0,67.0,2223.0,4256.0,6327.0,5587.0,158.0,
West Virginia,2001.0,28.0,208.0,284.0,711.0,1384.0,37.0,2189.0,4108.0,6293.0,5577.0,148.0,
West Virginia,2002.0,21.0,320.0,300.0,710.0,1432.0,51.0,2192.0,3953.0,6377.0,5472.0,188.0,
West Virginia,2003.0,22.0,273.0,316.0,734.0,1405.0,51.0,2344.0,3987.0,6452.0,5568.0,152.0,
West Virginia,2004.0,26.0,267.0,322.0,674.0,1405.0,57.0,2417.0,3813.0,6315.0,5338.0,158.0,
West Virginia,2005.0,29.0,243.0,319.0,686.0,1499.0,46.0,2460.0,3787.0,6186.0,5356.0,169.0,
West Virginia,2006.0,27.0,259.0,392.0,673.0,1589.0,28.0,2487.0,3853.0,6025.0,5184.0,155.0,
West Virginia,2007.0,31.0,238.0,420.0,693.0,1631.0,40.0,2673.0,3787.0,6002.0,5407.0,164.0,
West Virginia,2008.0,37.0,220.0,358.0,685.0,1535.0,33.0,2793.0,3867.0,6093.0,5771.0,165.0,
West Virginia,2009.0,29.0,211.0,393.0,679.0,1636.0,37.0,2835.0,3996.0,5711.0,5694.0,165.0,
West Virginia,2010.0,35.0,207.0,369.0,660.0,1577.0,34.0,2896.0,3962.0,5715.0,5671.0,149.0,
West Virginia,2011.0,20.0,222.0,429.0,748.0,1677.0,36.0,2959.0,3986.0,5769.0,5881.0,140.0,
West Virginia,2012.0,39.0,187.0,443.0,695.0,1601.0,37.0,3061.0,4112.0,5666.0,5922.0,151.0,
West Virginia,2013.0,30.0,178.0,425.0,664.0,1597.0,49.0,3053.0,4359.0,5415.0,5915.0,158.0,
West Virginia,2014.0,29.0,211.0,388.0,711.0,1556.0,40.0,3167.0,4469.0,5488.0,5983.0,143.0,
West Virginia,2015.0,19.0,208.0,417.0,712.0,1570.0,34.0,3311.0,4585.0,5561.0,6193.0,142.0,
West Virginia,2016.0,33.0,219.0,481.0,810.0,1589.0,31.0,3306.0,4655.0,5448.0,6020.0,139.0,
West Virginia,2017.0,23.0,207.0,539.0,836.0,1535.0,30.0,3391.0,4908.0,5651.0,6025.0,131.0,
West Virginia,2018.0,17.0,196.0,510.0,771.0,1540.0,39.0,3384.0,5009.0,5826.0,6056.0,130.0,
Wisconsin,1999.0,110.0,569.0,574.0,1258.0,2365.0,146.0,4009.0,8344.0,14070.0,14768.0,459.0,
Wisconsin,2000.0,73.0,568.0,567.0,1425.0,2588.0,143.0,3908.0,8095.0,13688.0,14949.0,457.0,
Wisconsin,2001.0,89.0,584.0,544.0,1368.0,2653.0,125.0,4076.0,7815.0,13728.0,15154.0,491.0,
Wisconsin,2002.0,84.0,596.0,612.0,1394.0,2744.0,124.0,4291.0,7482.0,13727.0,15455.0,472.0,
Wisconsin,2003.0,85.0,631.0,607.0,1314.0,2765.0,123.0,4239.0,7158.0,13319.0,15480.0,456.0,
Wisconsin,2004.0,66.0,563.0,582.0,1233.0,2722.0,107.0,4305.0,7158.0,13295.0,15149.0,420.0,
Wisconsin,2005.0,70.0,602.0,640.0,1322.0,2884.0,129.0,4531.0,6878.0,13226.0,15958.0,469.0,
Wisconsin,2006.0,63.0,558.0,597.0,1310.0,2840.0,91.0,4465.0,6881.0,13060.0,15826.0,462.0,
Wisconsin,2007.0,74.0,622.0,640.0,1240.0,2952.0,113.0,4776.0,6838.0,12511.0,16005.0,470.0,
Wisconsin,2008.0,78.0,496.0,617.0,1123.0,2896.0,103.0,4938.0,7005.0,12494.0,16561.0,503.0,
Wisconsin,2009.0,68.0,482.0,585.0,1131.0,2906.0,78.0,4980.0,6770.0,11979.0,16286.0,431.0,
Wisconsin,2010.0,59.0,495.0,634.0,1068.0,2908.0,98.0,5163.0,7130.0,12290.0,17063.0,400.0,
Wisconsin,2011.0,73.0,483.0,681.0,1029.0,2971.0,88.0,5559.0,7418.0,12105.0,17576.0,427.0,
Wisconsin,2012.0,51.0,499.0,701.0,1070.0,2872.0,92.0,5509.0,7525.0,11985.0,17693.0,387.0,
Wisconsin,2013.0,61.0,466.0,749.0,1082.0,2953.0,86.0,5706.0,7930.0,12136.0,18441.0,416.0,
Wisconsin,2014.0,57.0,505.0,745.0,1059.0,2802.0,83.0,5854.0,8165.0,12181.0,18459.0,381.0,
Wisconsin,2015.0,60.0,470.0,836.0,1082.0,2765.0,95.0,5928.0,8484.0,12144.0,19014.0,386.0,
Wisconsin,2016.0,68.0,571.0,908.0,1143.0,2834.0,88.0,6134.0,8787.0,12109.0,18751.0,422.0,
Wisconsin,2017.0,56.0,523.0,976.0,1181.0,2719.0,89.0,6074.0,9318.0,12262.0,19069.0,414.0,
Wisconsin,2018.0,65.0,461.0,973.0,1167.0,2551.0,87.0,6254.0,9491.0,12890.0,19352.0,393.0,
Wyoming,1999.0,,84.0,57.0,160.0,277.0,31.0,409.0,747.0,1145.0,1086.0,42.0,
Wyoming,2000.0,,67.0,68.0,162.0,278.0,19.0,393.0,713.0,1141.0,1030.0,42.0,
Wyoming,2001.0,11.0,82.0,83.0,157.0,313.0,16.0,407.0,707.0,1123.0,1094.0,36.0,
Wyoming,2002.0,11.0,91.0,92.0,155.0,316.0,20.0,409.0,744.0,1159.0,1133.0,44.0,
Wyoming,2003.0,17.0,74.0,70.0,180.0,323.0,17.0,478.0,746.0,1087.0,1141.0,39.0,
Wyoming,2004.0,,83.0,71.0,126.0,329.0,12.0,459.0,687.0,1111.0,1011.0,60.0,
Wyoming,2005.0,,88.0,84.0,150.0,317.0,10.0,508.0,673.0,1158.0,1054.0,49.0,
Wyoming,2006.0,12.0,77.0,102.0,139.0,355.0,17.0,501.0,737.0,1149.0,1168.0,54.0,
Wyoming,2007.0,,90.0,107.0,177.0,341.0,12.0,501.0,709.0,1114.0,1149.0,58.0,
Wyoming,2008.0,13.0,74.0,111.0,147.0,389.0,17.0,486.0,698.0,1079.0,1157.0,56.0,
Wyoming,2009.0,,91.0,109.0,145.0,325.0,15.0,527.0,740.0,1048.0,1227.0,47.0,
Wyoming,2010.0,,73.0,105.0,131.0,381.0,14.0,609.0,739.0,1069.0,1258.0,51.0,
Wyoming,2011.0,12.0,78.0,101.0,145.0,344.0,10.0,592.0,737.0,1068.0,1251.0,49.0,
Wyoming,2012.0,,72.0,120.0,141.0,347.0,14.0,605.0,803.0,1064.0,1268.0,39.0,
Wyoming,2013.0,11.0,67.0,118.0,129.0,342.0,,617.0,798.0,1079.0,1311.0,35.0,
Wyoming,2014.0,13.0,76.0,128.0,148.0,328.0,,648.0,862.0,1079.0,1327.0,49.0,
Wyoming,2015.0,,80.0,137.0,171.0,316.0,15.0,666.0,904.0,1120.0,1321.0,39.0,
Wyoming,2016.0,10.0,70.0,109.0,167.0,283.0,,677.0,952.0,1053.0,1355.0,37.0,
Wyoming,2017.0,11.0,63.0,97.0,153.0,277.0,,697.0,976.0,1098.0,1361.0,32.0,
Wyoming,2018.0,,66.0,99.0,156.0,296.0,,664.0,1002.0,1258.0,1479.0,35.0,
